CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,FREQUENCY
5,motor_learning,0.12491038743670782,0.5850173171268801,EXECUTION,977.0
5,execution,0.11958043892076535,0.5850173171268801,EXECUTION,3460.0
5,motor_sequence_learning,0.09858534850025308,0.5850173171268801,EXECUTION,465.0
5,coordination,0.09783071794307867,0.5850173171268801,EXECUTION,2376.0
6,motor_control,0.09848195646598402,0.575084438545743,MOVEMENT,2560.0
6,ataxia,0.09079918376786847,0.575084438545743,MOVEMENT,352.0
6,motor_learning,0.07942389719922388,0.575084438545743,MOVEMENT,977.0
6,movement,0.07663297225761367,0.575084438545743,MOVEMENT,2742.0
6,arm,0.0666457421487713,0.575084438545743,MOVEMENT,1991.0
6,coordination,0.06647424712779368,0.575084438545743,MOVEMENT,2376.0
7,motor_control,0.08061365286669503,0.6240591621163675,MOTOR CONTROL,2560.0
7,fluency_induction,0.075604924509433,0.6240591621163675,MOTOR CONTROL,2.0
7,movement,0.06581093714080558,0.6240591621163675,MOTOR CONTROL,2742.0
7,coordination,0.06473525581355466,0.6240591621163675,MOTOR CONTROL,2376.0
7,motor_learning,0.06326827195087936,0.6240591621163675,MOTOR CONTROL,977.0
8,autonomic_nervous_system_function,0.08237640680808736,0.2713711020844818,COORDINATION,51.0
8,vection,0.07918235538291021,0.2713711020844818,COORDINATION,24.0
8,vestibular,0.0629806567457811,0.2713711020844818,COORDINATION,347.0
8,vestibular_stimulation,0.0589552999741553,0.2713711020844818,COORDINATION,103.0
8,episodic_recombination_paradigm,0.05780507703849975,0.2713711020844818,COORDINATION,1.0
8,smile_response,0.05780507703849898,0.2713711020844818,COORDINATION,2.0
8,motor_learning,0.0437450175742222,0.2713711020844818,COORDINATION,977.0
8,breathholding,0.04283351208766524,0.2713711020844818,COORDINATION,23.0
8,acupuncture,0.04261513255226192,0.2713711020844818,COORDINATION,170.0
8,heat,0.041791858681722055,0.2713711020844818,COORDINATION,659.0
8,foot,0.04083341496198504,0.2713711020844818,COORDINATION,1374.0
8,visuospatial_sketch_pad,0.04050600718686887,0.2713711020844818,COORDINATION,16.0
8,hypercapnia,0.03890340700907922,0.2713711020844818,COORDINATION,83.0
8,pain,0.03872544056733029,0.2713711020844818,COORDINATION,1123.0
8,vestibular_control,0.03833376295012564,0.2713711020844818,COORDINATION,10.0
8,ataxia,0.03688535042513864,0.2713711020844818,COORDINATION,352.0
8,leg,0.03673635337243284,0.2713711020844818,COORDINATION,704.0
8,circadian_rhythm,0.035044648688501566,0.2713711020844818,COORDINATION,121.0
8,rest_eye_open,0.033531417583375384,0.2713711020844818,COORDINATION,50.0
8,reentrant_processing,0.03352858179819794,0.2713711020844818,COORDINATION,16.0
8,coordination,0.033030086671456294,0.2713711020844818,COORDINATION,2376.0
9,auditory_temporal_discrimination_task,0.055462884845891874,0.268033003438898,REST,3.0
9,intensity_somatosensory_stimulation,0.052754752585763336,0.268033003438898,REST,1.0
9,forward_digit_span_task,0.04448001047632361,0.268033003438898,REST,6.0
9,block_tapping_test,0.044480010476323606,0.268033003438898,REST,4.0
9,articulatory_rehearsal,0.04399032172996219,0.268033003438898,REST,152.0
9,judging,0.04270242362963518,0.268033003438898,REST,922.0
9,reasoning_activity,0.04079966403415518,0.268033003438898,REST,10.0
9,foot,0.03988006413382135,0.268033003438898,REST,1374.0
9,heat_sensation,0.038404953952551175,0.268033003438898,REST,18.0
9,circadian_rhythm,0.037891670711433206,0.268033003438898,REST,121.0
9,coordination,0.03708948746793872,0.268033003438898,REST,2376.0
9,vection,0.03655317422966413,0.268033003438898,REST,24.0
9,drawing_paradigm,0.03631634728690026,0.268033003438898,REST,6.0
9,visual_pursuit,0.03619753966139507,0.268033003438898,REST,22.0
9,ataxia,0.03600408194350417,0.268033003438898,REST,352.0
9,capsaicinevoked_pain,0.03568997125630671,0.268033003438898,REST,63.0
9,phonological_loop,0.03421547282548318,0.268033003438898,REST,266.0
9,metacognitive_skill,0.03320644006504758,0.268033003438898,REST,7.0
9,rest_paradigm,0.03320644006504748,0.268033003438898,REST,6.0
9,rest,0.03308261888577878,0.268033003438898,REST,5057.0
9,motor_control,0.03208605245574165,0.268033003438898,REST,2560.0
9,alertness,0.031395004780658084,0.268033003438898,REST,627.0
9,source_memory,0.031268698963517624,0.268033003438898,REST,826.0
9,air_hunger,0.03115899671825295,0.268033003438898,REST,42.0
9,tapping_task,0.0307846764230996,0.268033003438898,REST,208.0
10,face_perception,0.1438814410017193,0.6350376078833361,VISION,1452.0
10,recognition,0.14042510309090206,0.6350376078833361,VISION,2689.0
10,vision,0.13929710793513686,0.6350376078833361,VISION,6548.0
10,object_recognition,0.13234871855638464,0.6350376078833361,VISION,1324.0
10,familiarity,0.13086429447373008,0.6350376078833361,VISION,2778.0
10,visual_perception,0.12521243028233994,0.6350376078833361,VISION,1574.0
10,retrieval,0.12472368919640785,0.6350376078833361,VISION,2679.0
10,visual_attention,0.12156774293757006,0.6350376078833361,VISION,2357.0
10,visual_angle,0.11522830670232966,0.6350376078833361,VISION,1795.0
11,speech,0.2490599801219003,0.6564888143815277,HEARING,1854.0
11,hearing,0.2389018541545655,0.6564888143815277,HEARING,2294.0
11,listening,0.233502212161118,0.6564888143815277,HEARING,1762.0
11,speech_perception,0.2227765484452818,0.6564888143815277,HEARING,1066.0
11,speech_processing,0.2203378381459752,0.6564888143815277,HEARING,1011.0
