CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,FREQUENCY
6,salience,0.09479003526009873,0.6115758910922007,COGNITIVE,3622.0
6,cognitive_process,0.0947388262738239,0.6115758910922007,COGNITIVE,4925.0
6,strategy,0.09244811850188267,0.6115758910922007,COGNITIVE,3998.0
6,decision,0.09098549793567087,0.6115758910922007,COGNITIVE,3207.0
6,cognitive,0.09012439838083317,0.6115758910922007,COGNITIVE,5534.0
6,pain,0.08921119269759017,0.6115758910922007,COGNITIVE,1123.0
6,response_selection,0.08875699469511218,0.6115758910922007,COGNITIVE,1797.0
6,goal,0.08874966923497407,0.6115758910922007,COGNITIVE,2979.0
6,autobiographical_memory,0.08744503355352448,0.6115758910922007,COGNITIVE,1163.0
6,expectancy,0.08695326375921915,0.6115758910922007,COGNITIVE,1689.0
6,context,0.08570114218951679,0.6115758910922007,COGNITIVE,3806.0
6,remembering,0.0852101919198745,0.6115758910922007,COGNITIVE,1938.0
6,retrieval,0.08144521604203989,0.6115758910922007,COGNITIVE,2679.0
7,working_memory,0.15589981267297506,0.6279401891992016,MANIPULATION,3909.0
7,execution,0.15533144147259031,0.6279401891992016,MANIPULATION,3460.0
7,manipulation,0.15027853411513714,0.6279401891992016,MANIPULATION,5395.0
7,reaction_time,0.13371595441345566,0.6279401891992016,MANIPULATION,4775.0
7,rehearsal,0.13106922098363075,0.6279401891992016,MANIPULATION,1142.0
7,attention,0.12945173047026734,0.6279401891992016,MANIPULATION,4350.0
7,hand,0.1269202485091789,0.6279401891992016,MANIPULATION,3393.0
7,action,0.12570772239932348,0.6279401891992016,MANIPULATION,2560.0
7,spatial_attention,0.1222457949239482,0.6279401891992016,MANIPULATION,2072.0
7,covert,0.1212393315023852,0.6279401891992016,MANIPULATION,1772.0
7,strategy,0.12104399845608448,0.6279401891992016,MANIPULATION,3998.0
7,cognitive_process,0.11818553957247233,0.6279401891992016,MANIPULATION,4925.0
7,representation,0.11737095904048513,0.6279401891992016,MANIPULATION,4352.0
7,grasping,0.11721017112866447,0.6279401891992016,MANIPULATION,1032.0
7,goal,0.11308488881438147,0.6279401891992016,MANIPULATION,2979.0
7,monitoring,0.1115386296003385,0.6279401891992016,MANIPULATION,2955.0
7,grasp,0.11079239408438174,0.6279401891992016,MANIPULATION,708.0
7,response_selection,0.11058749438476197,0.6279401891992016,MANIPULATION,1797.0
7,intention,0.10848662156902622,0.6279401891992016,MANIPULATION,2757.0
7,mental_representation,0.10795529062780668,0.6279401891992016,MANIPULATION,1116.0
7,spatial_working_memory,0.1045645723340506,0.6279401891992016,MANIPULATION,1498.0
7,visual_attention,0.10337345172046702,0.6279401891992016,MANIPULATION,2357.0
7,retrieval,0.10298679749897294,0.6279401891992016,MANIPULATION,2679.0
7,movement,0.1008201819210478,0.6279401891992016,MANIPULATION,2742.0
8,movement,0.17888258232287116,0.6145855426719512,EXECUTION,2742.0
8,motor_control,0.17584310406227116,0.6145855426719512,EXECUTION,2560.0
8,execution,0.16731718968964598,0.6145855426719512,EXECUTION,3460.0
8,hand,0.14983910060410355,0.6145855426719512,EXECUTION,3393.0
8,arm,0.1274717632634648,0.6145855426719512,EXECUTION,1991.0
8,motor_learning,0.1190684890973598,0.6145855426719512,EXECUTION,977.0
8,motor_planning,0.11419100144795515,0.6145855426719512,EXECUTION,874.0
8,imagination,0.10384407038020346,0.6145855426719512,EXECUTION,948.0
8,motor_program,0.1029370041003294,0.6145855426719512,EXECUTION,507.0
8,motor_sequence_learning,0.10243607469268184,0.6145855426719512,EXECUTION,465.0
8,coordination,0.10063074420069518,0.6145855426719512,EXECUTION,2376.0
8,painful_stimulation,0.09762901629734433,0.6145855426719512,EXECUTION,391.0
8,heat,0.09550327094666916,0.6145855426719512,EXECUTION,659.0
9,chemical_sensation,0.07256648301743991,0.3156111058983736,MOVEMENT,1.0
9,know_task,0.06633471783532302,0.3156111058983736,MOVEMENT,9.0
9,motor_control,0.0563449798629583,0.3156111058983736,MOVEMENT,2560.0
9,vection,0.05214002287985429,0.3156111058983736,MOVEMENT,24.0
9,articulatory_rehearsal,0.05155468988555748,0.3156111058983736,MOVEMENT,152.0
9,drawing_paradigm,0.05037889247156229,0.3156111058983736,MOVEMENT,6.0
9,isometric_force,0.05012561326732827,0.3156111058983736,MOVEMENT,51.0
9,foot,0.04955133704047951,0.3156111058983736,MOVEMENT,1374.0
9,ataxia,0.0491302707893765,0.3156111058983736,MOVEMENT,352.0
9,metacognitive_skill,0.04661594624893193,0.3156111058983736,MOVEMENT,7.0
9,tapping_task,0.04596044105936165,0.3156111058983736,MOVEMENT,208.0
9,coordination,0.045604225326622616,0.3156111058983736,MOVEMENT,2376.0
9,olfactory_sensation,0.045305447620882455,0.3156111058983736,MOVEMENT,9.0
9,movement,0.044396589183437286,0.3156111058983736,MOVEMENT,2742.0
9,arm,0.04370417364843418,0.3156111058983736,MOVEMENT,1991.0
9,motor_learning,0.04213190001092077,0.3156111058983736,MOVEMENT,977.0
9,bimanual_coordination_task,0.042101657059097235,0.3156111058983736,MOVEMENT,62.0
9,cognitive_function,0.04128907410723048,0.3156111058983736,MOVEMENT,4605.0
10,smile_response,0.10065901512502104,0.3025138488688223,MOTOR CONTROL,2.0
10,episodic_recombination_paradigm,0.10065901512501957,0.3025138488688223,MOTOR CONTROL,1.0
10,vection,0.08804453574359894,0.3025138488688223,MOTOR CONTROL,24.0
10,autonomic_nervous_system_function,0.07526023994529217,0.3025138488688223,MOTOR CONTROL,51.0
10,vestibular,0.05815550254722913,0.3025138488688223,MOTOR CONTROL,347.0
10,forward_digit_span_task,0.05696534928715885,0.3025138488688223,MOTOR CONTROL,6.0
10,block_tapping_test,0.05696534928715885,0.3025138488688223,MOTOR CONTROL,4.0
10,availability_heuristic,0.04883534695963728,0.3025138488688223,MOTOR CONTROL,6.0
10,ataxia,0.04849048753477829,0.3025138488688223,MOTOR CONTROL,352.0
10,foot,0.04830769910974444,0.3025138488688223,MOTOR CONTROL,1374.0
10,acupuncture,0.04665878277377728,0.3025138488688223,MOTOR CONTROL,170.0
10,vestibular_stimulation,0.04512671756447007,0.3025138488688223,MOTOR CONTROL,103.0
10,visuospatial_sketch_pad,0.04267733270940762,0.3025138488688223,MOTOR CONTROL,16.0
10,isometric_force,0.041961281986775525,0.3025138488688223,MOTOR CONTROL,51.0
10,motor_learning,0.041658948107133865,0.3025138488688223,MOTOR CONTROL,977.0
10,hypercapnia,0.04064755160679567,0.3025138488688223,MOTOR CONTROL,83.0
10,backward_digit_span_task,0.03906041605305648,0.3025138488688223,MOTOR CONTROL,11.0
10,pain,0.03721859324587783,0.3025138488688223,MOTOR CONTROL,1123.0
10,breathholding,0.037031727651482896,0.3025138488688223,MOTOR CONTROL,23.0
10,imagination,0.03692033594418758,0.3025138488688223,MOTOR CONTROL,948.0
10,movement,0.03627779273770357,0.3025138488688223,MOTOR CONTROL,2742.0
10,finger_tapping,0.03626573684917992,0.3025138488688223,MOTOR CONTROL,243.0
10,leg,0.03597010556932961,0.3025138488688223,MOTOR CONTROL,704.0
10,motor_control,0.034650163408289615,0.3025138488688223,MOTOR CONTROL,2560.0
11,motor_control,0.07707240678770527,0.3403909641634382,MOTOR LEARNING,2560.0
11,music_comprehension_production,0.06689074816173073,0.3403909641634382,MOTOR LEARNING,1.0
11,music_comprehensionproduction,0.06689074816173073,0.3403909641634382,MOTOR LEARNING,1.0
11,olfactory_monitoringdiscrimination,0.06689074816173073,0.3403909641634382,MOTOR LEARNING,1.0
11,fluency_induction,0.06689074816172991,0.3403909641634382,MOTOR LEARNING,2.0
11,motor_learning,0.06255100558708684,0.3403909641634382,MOTOR LEARNING,977.0
11,movement,0.06252042312983414,0.3403909641634382,MOTOR LEARNING,2742.0
11,coordination,0.06054047813930692,0.3403909641634382,MOTOR LEARNING,2376.0
11,execution,0.059920452021909966,0.3403909641634382,MOTOR LEARNING,3460.0
11,tapping_task,0.05887562403638559,0.3403909641634382,MOTOR LEARNING,208.0
11,rehearsal,0.055553885714063216,0.3403909641634382,MOTOR LEARNING,1142.0
11,compensatory_tracking_task,0.05344303907108515,0.3403909641634382,MOTOR LEARNING,5.0
11,arm,0.052996708180933175,0.3403909641634382,MOTOR LEARNING,1991.0
11,dualtask_paradigm,0.050648334181950035,0.3403909641634382,MOTOR LEARNING,91.0
11,motor_planning,0.04964745038905567,0.3403909641634382,MOTOR LEARNING,874.0
12,tone_monitordiscrimination,0.06711376131137016,0.2783248500483202,COORDINATION,1.0
12,recitationrepetition,0.06711376131137016,0.2783248500483202,COORDINATION,2.0
12,reasoning_activity,0.05271231597249094,0.2783248500483202,COORDINATION,10.0
12,heat_sensation,0.050031334615844456,0.2783248500483202,COORDINATION,18.0
12,capsaicinevoked_pain,0.048279049383532516,0.2783248500483202,COORDINATION,63.0
12,auditory_temporal_discrimination_task,0.046550740865062695,0.2783248500483202,COORDINATION,3.0
12,rest_paradigm,0.04301880122611637,0.2783248500483202,COORDINATION,6.0
12,circadian_rhythm,0.03807971943215263,0.2783248500483202,COORDINATION,121.0
12,judging,0.03734194959591016,0.2783248500483202,COORDINATION,922.0
12,whyhow_task,0.03726883519819764,0.2783248500483202,COORDINATION,5.0
12,block_tapping_test,0.03726883519819756,0.2783248500483202,COORDINATION,4.0
12,forward_digit_span_task,0.03726883519819755,0.2783248500483202,COORDINATION,6.0
12,visual_pursuit,0.03700233370620416,0.2783248500483202,COORDINATION,22.0
12,episodic_simulation,0.03581251347319976,0.2783248500483202,COORDINATION,130.0
12,word_comprehension,0.03371506628373632,0.2783248500483202,COORDINATION,314.0
12,articulatory_rehearsal,0.03370893546123915,0.2783248500483202,COORDINATION,152.0
12,body_image_selfreflection_task,0.032915049304277216,0.2783248500483202,COORDINATION,1.0
12,intensity_somatosensory_stimulation,0.03291504930427678,0.2783248500483202,COORDINATION,1.0
12,adaptive_control,0.032172217514748185,0.2783248500483202,COORDINATION,176.0
12,source_memory,0.03207383989776598,0.2783248500483202,COORDINATION,826.0
12,paranoia,0.03168853587757706,0.2783248500483202,COORDINATION,67.0
12,coordination,0.03156606691727331,0.2783248500483202,COORDINATION,2376.0
13,motor_control,0.10593765164788156,0.5837988631740807,ARM,2560.0
13,ataxia,0.08250743696530162,0.5837988631740807,ARM,352.0
13,motor_learning,0.0805578733174056,0.5837988631740807,ARM,977.0
13,movement,0.07431563218109752,0.5837988631740807,ARM,2742.0
13,execution,0.07300136939333432,0.5837988631740807,ARM,3460.0
13,arm,0.06933445138465015,0.5837988631740807,ARM,1991.0
13,articulatory_rehearsal,0.06885982834691243,0.5837988631740807,ARM,152.0
13,capsaicinevoked_pain,0.06867680466116005,0.5837988631740807,ARM,63.0
13,coordination,0.0668828785200325,0.5837988631740807,ARM,2376.0
14,ataxia,0.07283956896338117,0.2987004749731806,REST,352.0
14,motor_control,0.061721029725599584,0.2987004749731806,REST,2560.0
14,tone_monitordiscrimination,0.05551537800689582,0.2987004749731806,REST,1.0
14,recitationrepetition,0.05551537800689582,0.2987004749731806,REST,2.0
14,vection,0.055035288328324265,0.2987004749731806,REST,24.0
14,episodic_future_thinking,0.05466581833596404,0.2987004749731806,REST,106.0
14,motor_learning,0.054263387924271884,0.2987004749731806,REST,977.0
14,foot,0.051881638429568055,0.2987004749731806,REST,1374.0
14,movement,0.051135314721611536,0.2987004749731806,REST,2742.0
14,coordination,0.04977493411764288,0.2987004749731806,REST,2376.0
14,rest,0.048225269841893584,0.2987004749731806,REST,5057.0
14,respiration,0.04419719141057843,0.2987004749731806,REST,618.0
14,prospection,0.043123377717969126,0.2987004749731806,REST,338.0
14,episodic_simulation,0.04207028429528936,0.2987004749731806,REST,130.0
14,vestibular,0.041990973198796785,0.2987004749731806,REST,347.0
14,motor_sequence_learning,0.040470154379700925,0.2987004749731806,REST,465.0
15,drawing_paradigm,0.05929296836830372,0.5103339731553954,VESTIBULAR,6.0
15,autonomic_nervous_system_function,0.0554172227470907,0.5103339731553954,VESTIBULAR,51.0
15,vestibular_stimulation,0.05147063283793357,0.5103339731553954,VESTIBULAR,103.0
15,vestibular,0.04588156129090806,0.5103339731553954,VESTIBULAR,347.0
15,circadian_rhythm,0.044128031588699185,0.5103339731553954,VESTIBULAR,121.0
16,body_image_selfreflection_task,0.07886277353568795,0.3064648031656333,COVERT,1.0
16,fluency_induction,0.07886277353568781,0.3064648031656333,COVERT,2.0
16,episodic_recombination_paradigm,0.07886277353568769,0.3064648031656333,COVERT,1.0
16,braille_dot,0.07270390983433846,0.3064648031656333,COVERT,8.0
16,motor_learning,0.05847239372039637,0.3064648031656333,COVERT,977.0
16,vection,0.05608086773821932,0.3064648031656333,COVERT,24.0
16,retinotopic_mapping_task,0.054617046628034537,0.3064648031656333,COVERT,2.0
16,motor_control,0.054307581616578136,0.3064648031656333,COVERT,2560.0
16,movement,0.05410344382906311,0.3064648031656333,COVERT,2742.0
16,execution,0.05221404783770557,0.3064648031656333,COVERT,3460.0
16,divided_auditory_attention,0.05203330075923647,0.3064648031656333,COVERT,1.0
16,covert,0.050556603115868286,0.3064648031656333,COVERT,1772.0
17,face_perception,0.15755286807075372,0.6386329366387179,VISION,1452.0
17,recognition,0.1462861506471604,0.6386329366387179,VISION,2689.0
17,vision,0.14536478718268556,0.6386329366387179,VISION,6548.0
17,object_recognition,0.14369962790353796,0.6386329366387179,VISION,1324.0
17,familiarity,0.13446415071639442,0.6386329366387179,VISION,2778.0
17,visual_perception,0.1280471296008408,0.6386329366387179,VISION,1574.0
17,retrieval,0.12354425974828398,0.6386329366387179,VISION,2679.0
17,visual_object,0.12166607112055995,0.6386329366387179,VISION,1138.0
17,visual_angle,0.12124155139722695,0.6386329366387179,VISION,1795.0
17,visual_attention,0.11966670318567238,0.6386329366387179,VISION,2357.0
18,speech,0.264304890760717,0.6615958014107399,LANGUAGE,1854.0
18,listening,0.24194402330572096,0.6615958014107399,LANGUAGE,1762.0
18,hearing,0.24155495550921025,0.6615958014107399,LANGUAGE,2294.0
18,speech_perception,0.2346920045726085,0.6615958014107399,LANGUAGE,1066.0
18,speech_processing,0.2336266998243089,0.6615958014107399,LANGUAGE,1011.0
18,language,0.1989463348300408,0.6615958014107399,LANGUAGE,2667.0
18,language_processing,0.1827544794359004,0.6615958014107399,LANGUAGE,2029.0
